序号,来源图纸,类别,构件名称,规格,编号,轴位,区域,宽度/m,高度/m,左右接,X坐标,Y坐标,图层
4051,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,229700.0,107525.0,K-CEIL-DCC-RACK
4052,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,202306.0,107525.32,K-CEIL-DCC-RACK
4053,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,208106.0,107525.32,K-CEIL-DCC-RACK
4054,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,144700.0,107525.0,K-CEIL-DCC-RACK
4055,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,150500.0,107525.0,K-CEIL-DCC-RACK
4056,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,151900.0,107525.0,K-CEIL-DCC-RACK
4057,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,157700.0,107525.0,K-CEIL-DCC-RACK
4058,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,159100.0,107525.0,K-CEIL-DCC-RACK
4059,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,164900.0,107525.0,K-CEIL-DCC-RACK
4060,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,132875.0,107525.0,K-CEIL-DCC-RACK
4061,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,193700.0,107525.0,K-CEIL-DCC-RACK
4062,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,173500.0,107475.0,K-CEIL-DCC-RACK
4063,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,136100.0,107525.0,K-CEIL-DCC-RACK
4064,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2300(左) DCC,DCC,Q/R轴,北中区,2.85,2.30,左,120850.0,107525.32,K-CEIL-DCC-RACK
4065,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x1800(右) DCC-B*2,DCC-B,R/S轴,北中区,2.85,1.80,右,78500.0,115675.0,K-CEIL-DCC-RACK
4066,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-3523,3500x2300 MD 1200x2200 DCC-F,DCC-F,A/B轴,南区,3.50,2.30,,139197.82,2730.32,0-DCC
4067,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-3523,3500x2300 MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,3.50,2.30,,168000.0,2729.37,0-DCC
4068,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-3523,3500x2300 MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,3.50,2.30,,196800.0,2729.68,0-DCC
4069,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,DCC-F,Y轴,北区,0.20,0.20,左,143668.92,164241.27,K-CEIL-DCC-RACK
4070,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,95581.4,164241.27,K-CEIL-DCC-RACK
4071,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,114881.19,164241.27,K-CEIL-DCC-RACK
4072,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,165918.81,164241.27,K-CEIL-DCC-RACK
4073,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,117806.19,164241.27,K-CEIL-DCC-RACK
4074,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,122081.19,164241.27,K-CEIL-DCC-RACK
4075,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,173118.81,164241.27,K-CEIL-DCC-RACK
4076,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,125006.19,164241.27,K-CEIL-DCC-RACK
4077,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,136481.19,164241.27,K-CEIL-DCC-RACK
4078,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,187518.81,164241.27,K-CEIL-DCC-RACK
4079,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,DCC-F,Y轴,北区,0.20,0.20,左,139406.19,164241.27,K-CEIL-DCC-RACK
4080,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,194718.81,164241.27,K-CEIL-DCC-RACK
4081,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,146606.19,164241.27,K-CEIL-DCC-RACK
4082,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,152906.29,164241.27,K-CEIL-DCC-RACK
4083,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,201018.81,164241.27,K-CEIL-DCC-RACK
4084,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,215710.15,164241.27,K-CEIL-DCC-RACK
4085,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,168422.53,164241.27,K-CEIL-DCC-RACK
4086,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,172481.08,164241.27,K-CEIL-DCC-RACK
4087,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,223518.71,164241.27,K-CEIL-DCC-RACK
4088,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,175406.08,164241.27,K-CEIL-DCC-RACK
4089,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,A轴,南区,0.20,0.20,左,138443.81,-5791.59,K-CEIL-DCC-RACK
4090,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,179681.08,164241.27,K-CEIL-DCC-RACK
4091,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,230718.71,164241.27,K-CEIL-DCC-RACK
4092,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,182606.08,164241.27,K-CEIL-DCC-RACK
4093,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,129281.19,164241.27,K-CEIL-DCC-RACK
4094,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,180318.81,164241.27,K-CEIL-DCC-RACK
4095,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,132206.19,164241.27,K-CEIL-DCC-RACK
4096,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,158718.81,164241.27,K-CEIL-DCC-RACK
4097,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,110606.19,164241.27,K-CEIL-DCC-RACK
4098,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,86081.19,164241.27,K-CEIL-DCC-RACK
4099,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,137118.81,164241.27,K-CEIL-DCC-RACK
4100,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,89006.19,164241.27,K-CEIL-DCC-RACK
4101,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,左,137143.81,-5791.9,K-CEIL-DCC-RACK
4102,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,左,134193.81,-5791.9,K-CEIL-DCC-RACK
4103,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,左,79543.81,-5791.9,K-CEIL-DCC-RACK
4104,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,A轴,南区,0.20,0.20,左,76593.81,-5791.9,K-CEIL-DCC-RACK
4105,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,A轴,南区,0.20,0.20,左,73643.81,-5791.9,K-CEIL-DCC-RACK
4106,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,79543.81,164191.9,K-CEIL-DCC-RACK
4107,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,76593.81,164191.9,K-CEIL-DCC-RACK
4108,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,Y轴,北区,0.20,0.20,左,73643.81,164191.9,K-CEIL-DCC-RACK
4109,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,A轴,南区,0.20,0.20,左,140543.81,-5791.59,K-CEIL-DCC-RACK
4110,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(左) DCC-F,DCC-F,A轴,南区,0.20,0.20,左,131243.81,-5791.9,K-CEIL-DCC-RACK
4111,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,246443.81,-5791.59,K-CEIL-DCC-RACK
4112,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,245118.81,-5791.59,K-CEIL-DCC-RACK
4113,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,242193.81,-5791.59,K-CEIL-DCC-RACK
4114,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,239243.81,-5791.59,K-CEIL-DCC-RACK
4115,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,237918.92,-5791.59,K-CEIL-DCC-RACK
4116,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,234993.92,-5791.59,K-CEIL-DCC-RACK
4117,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,232043.92,-5791.59,K-CEIL-DCC-RACK
4118,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,223543.81,-5791.59,K-CEIL-DCC-RACK
4119,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,220593.81,-5791.59,K-CEIL-DCC-RACK
4120,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,217643.81,-5791.59,K-CEIL-DCC-RACK
4121,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,215818.81,-5791.59,K-CEIL-DCC-RACK
4122,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,213718.81,-5791.59,K-CEIL-DCC-RACK
4123,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,153156.29,-5791.59,K-CEIL-DCC-RACK
4124,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,156106.19,-5791.59,K-CEIL-DCC-RACK
4125,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,194743.92,-5791.9,K-CEIL-DCC-RACK
4126,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,191793.92,-5791.9,K-CEIL-DCC-RACK
4127,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,188843.92,-5791.9,K-CEIL-DCC-RACK
4128,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,187543.92,-5791.9,K-CEIL-DCC-RACK
4129,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,158393.81,-5791.59,K-CEIL-DCC-RACK
4130,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,155443.92,-5791.59,K-CEIL-DCC-RACK
4131,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,174443.92,-5791.9,K-CEIL-DCC-RACK
4132,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,165943.81,-5791.9,K-CEIL-DCC-RACK
4133,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,162993.81,-5791.9,K-CEIL-DCC-RACK
4134,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,160043.81,-5791.9,K-CEIL-DCC-RACK
4135,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,230749.81,-5791.27,K-CEIL-DCC-RACK
4136,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,227799.81,-5791.27,K-CEIL-DCC-RACK
4137,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,224849.81,-5791.27,K-CEIL-DCC-RACK
4138,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,173143.81,-5791.9,K-CEIL-DCC-RACK
4139,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,170193.81,-5791.9,K-CEIL-DCC-RACK
4140,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F*2,DCC-F,A轴,南区,0.20,0.20,右,167243.81,-5791.9,K-CEIL-DCC-RACK
4141,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,180343.81,-5791.9,K-CEIL-DCC-RACK
4142,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,177393.81,-5791.9,K-CEIL-DCC-RACK
4143,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,184593.81,-5791.9,K-CEIL-DCC-RACK
4144,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,181643.81,-5791.9,K-CEIL-DCC-RACK
4145,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 3500x2300(右) DCC-F,DCC-F,A轴,南区,0.20,0.20,右,143493.81,-5791.59,K-CEIL-DCC-RACK
4146,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2000x1800(右) DCC-C*2,DCC-C,R/S轴,北中区,2.00,1.80,右,115900.0,115675.0,K-CEIL-DCC-RACK
4147,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2023,2000x2300,DCC-2023,Y轴,北区,2.00,2.30,,79200.0,220724.31,0-DCC
4148,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2023,2000x2300,DCC-2023,Y轴,北区,2.00,2.30,,64541.34,220724.31,0-DCC
4149,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2023,2000x2300,DCC-2023,A轴,南区,2.00,2.30,,55250.0,-62324.31,0-DCC
4150,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2023,2000x2300 3500x2300(左) DCC-F,DCC-F,A/B轴,南区,2.00,2.30,左,72841.34,2475.69,0-DCC
4151,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,113245.36,155648.4,K-PART-DOOR
4152,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,84445.43,155640.6,K-PART-DOOR
4153,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.20,2.20,,199645.43,2745.6,K-PART-DOOR
4154,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.20,2.20,,26845.43,2755.97,K-PART-DOOR
4155,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,X/Y轴,北区,1.20,2.20,,34045.43,155644.41,K-PART-DOOR
4156,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,170845.31,155648.4,K-PART-DOOR
4157,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,199645.2,155644.4,K-PART-DOOR
4158,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,X/Y轴,北区,1.20,2.20,,228445.43,155644.4,K-PART-DOOR
4159,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.20,2.20,,55645.43,2755.65,K-PART-DOOR
4160,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.20,2.20,,84445.43,2755.65,K-PART-DOOR
4161,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,A/B轴,南区,1.20,2.20,,113245.67,2755.97,K-PART-DOOR
4162,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,A/B轴,南区,1.20,2.20,,142045.28,2756.28,K-PART-DOOR
4163,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F,DCC-F,A/B轴,南区,1.20,2.20,,228445.43,2752.5,K-PART-DOOR
4164,X-HLP3-CR-F3-LAY-KEQP-02-002,检修门,MD1-1222,MD 1200x2200 DCC-F*2,DCC-F,A/B轴,南区,1.20,2.20,,170845.43,2755.97,K-PART-DOOR
4165,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 2850x1800(右),,S/T轴,北中区,0.20,0.20,右,71599.25,118595.96,K-CEIL-DCC-RACK
4166,X-HLP3-CR-F3-LAY-KEQP-02-002,紧固件/螺栓,DCC-Rack-200x200,200x200 2000*2300(左) DCC-B,DCC-B,S/T轴,北中区,0.20,0.20,左,186806.19,118592.49,K-CEIL-DCC-RACK
4167,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2923-H,2850x2600(右) DCC,DCC,G/H轴,南中区,2.85,2.60,右,208425.0,48725.0,0-DCC
4168,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x2600(右) DCC,DCC,G/H轴,南中区,2.85,2.60,右,208100.0,50874.68,K-CEIL-DCC-RACK
4169,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2850x1800(左) DCC-D,DCC-D,F/G轴,南区,2.85,1.80,左,200900.0,42726.74,K-CEIL-DCC-RACK
4170,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC设备,DCC-2923-H,2850x2300(左) DCC-D*2,DCC-D,R/S轴,北中区,2.85,2.30,左,57225.0,109675.0,0-DCC
4171,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2000*2300(右) DCC,DCC,Q/R轴,北中区,2.00,2.30,右,56900.0,107525.0,K-CEIL-DCC-RACK
4172,X-HLP3-CR-F3-LAY-KEQP-02-002,DCC支架,DCC-Rack-150,2000*2300(右) DCC,DCC,G/H轴,南中区,2.00,2.30,右,56900.0,50875.0,K-CEIL-DCC-RACK
4173,X-HLP3-CR-F3-LAY-KEQP-02-002,其他,200x75,20000x7500 2850x2600(右) DCC-E*2,DCC-E,Q/R轴,北中区,0.00,7.50,右,4500.0,108011.79,Cloud-20250416
